522,526,526,591,550,535,612,587,766,551,523,597,531,510,588,0,
521,526,526,590,550,535,612,598,783,552,535,597,531,517,588,0,
521,526,526,591,550,535,612,601,790,552,539,597,531,519,588,0,
521,526,526,589,549,535,612,603,794,551,541,597,531,521,588,0,
522,526,526,590,551,535,613,604,796,552,542,597,531,522,587,0,
522,526,525,590,550,535,612,604,797,552,543,597,531,523,588,0,
521,526,526,592,550,535,612,605,798,552,543,597,531,523,587,0,
522,525,526,590,550,535,612,605,798,552,543,597,531,524,588,0,
522,526,526,590,550,534,612,604,798,552,543,597,531,523,587,0,
521,526,526,590,550,535,611,604,798,552,543,597,531,522,588,0,
522,526,526,591,550,535,612,603,796,552,542,596,531,521,588,0,
521,526,526,591,550,535,612,603,796,551,542,597,531,522,588,0,
521,526,526,591,551,535,612,604,797,552,543,597,531,523,587,0,
522,526,526,590,551,535,612,604,798,552,543,597,531,523,587,0,
521,525,526,590,550,535,612,604,797,551,543,597,532,523,588,0,
522,526,526,591,550,535,612,604,797,551,542,597,532,522,588,0,
522,526,526,591,550,534,612,604,797,551,542,597,531,522,587,0,
522,526,526,590,550,535,611,604,797,551,542,597,531,522,587,0,
522,526,526,591,550,535,612,603,797,551,542,597,531,522,587,0,
522,526,525,590,550,535,612,604,798,551,543,597,531,523,587,0,
521,526,526,591,550,535,612,604,797,551,543,597,531,523,588,0,
522,525,526,590,550,535,612,604,797,551,543,597,531,523,587,0,
522,526,526,590,550,535,612,604,798,552,543,597,531,523,587,0,
522,526,526,591,550,536,612,604,798,551,543,597,531,523,588,0,
522,526,526,590,550,535,612,604,798,551,543,597,531,523,588,0,
522,526,526,590,550,535,612,604,798,552,543,597,531,524,588,0,
522,526,526,590,550,535,611,604,798,552,543,597,531,524,587,0,
521,526,526,590,550,534,613,605,798,551,543,597,531,523,588,0,
522,526,526,591,550,535,612,604,799,552,543,597,531,524,587,0,
521,526,526,591,550,535,612,604,798,551,543,597,531,524,587,0,
522,526,526,590,551,535,612,604,799,552,543,597,531,524,588,0,
521,526,526,591,550,535,612,604,798,552,543,597,532,524,587,0,
522,526,525,591,550,535,612,604,798,552,543,596,531,524,588,0,
522,526,526,590,550,535,612,604,798,552,543,597,531,523,587,0,
521,526,526,591,550,535,611,604,798,551,543,597,531,523,587,0,
522,526,526,590,550,535,611,604,798,552,543,596,532,523,587,0,
522,527,526,592,550,535,612,604,798,551,543,597,531,523,588,0,
522,526,526,592,550,535,612,604,798,552,543,597,532,524,589,0,
522,526,526,596,550,535,612,604,798,551,543,598,532,524,588,0,
522,525,525,596,550,535,612,605,799,552,544,597,532,525,588,0,
522,526,526,597,550,534,612,606,799,552,544,597,532,526,588,0,
521,526,526,598,550,535,612,605,800,552,545,597,533,526,588,0,
522,526,525,598,550,535,612,606,801,552,546,597,532,527,588,0,
522,526,526,598,550,535,611,606,801,552,547,597,532,528,588,0,
522,526,526,595,550,535,612,607,803,552,548,597,532,530,588,0,
521,526,526,594,550,535,612,607,804,552,549,597,532,531,589,0,
522,526,526,596,551,535,612,607,804,551,549,597,532,531,589,0,
521,526,526,595,550,535,612,608,805,551,549,597,532,532,588,0,
522,526,526,595,550,535,613,609,808,552,553,597,532,537,588,0,
522,526,526,597,550,535,612,613,815,551,560,597,532,544,588,0,
522,526,525,596,549,535,612,617,823,552,568,597,532,551,588,0,
522,526,526,595,550,535,612,626,837,551,576,597,532,551,588,0,
521,526,526,592,549,535,612,623,830,552,562,597,532,534,588,0,
522,526,526,592,550,535,613,610,810,552,547,597,532,524,588,0,
522,526,526,592,550,535,612,607,805,551,545,597,532,525,588,0,
521,526,526,593,550,535,612,613,814,552,553,597,532,529,588,0,
522,525,526,593,550,535,612,615,817,551,556,597,532,533,588,0,
522,526,526,594,550,535,612,612,812,551,551,596,531,529,588,0,
522,526,525,598,550,535,612,620,827,551,568,597,532,543,588,0,
522,525,526,599,550,535,612,638,855,551,585,596,532,549,588,0,
521,526,526,598,550,535,612,644,869,551,596,597,532,556,588,0,
521,526,526,600,550,535,612,626,849,551,593,596,532,567,588,0,
521,526,525,601,550,535,612,634,863,551,610,597,532,575,588,0,
522,526,525,598,549,535,612,606,810,551,553,597,532,544,588,0,
522,526,526,599,550,535,612,599,794,552,540,597,532,536,588,0,
521,526,526,597,550,535,612,595,778,551,519,597,532,516,588,0,
522,526,525,599,550,535,612,602,787,551,529,597,532,523,588,0,
522,525,526,599,550,535,613,596,769,552,500,597,532,490,588,0,
522,525,525,599,550,535,612,567,733,551,491,597,532,484,587,0,
521,526,525,597,550,534,612,579,749,551,502,597,531,488,588,0,
521,525,526,602,550,534,612,587,761,551,518,597,532,503,588,0,
522,526,526,602,550,535,611,595,774,551,525,597,532,508,588,0,
521,526,526,601,549,535,612,595,778,551,530,597,532,514,588,0,
521,526,526,600,550,535,612,595,780,551,531,596,532,516,588,0,
521,526,526,601,550,535,612,595,782,551,534,596,532,519,587,0,
521,526,526,601,550,535,612,601,791,551,541,597,532,523,588,0,
522,526,525,601,550,535,612,602,793,551,540,597,532,525,588,0,
522,526,526,603,550,535,611,608,805,552,551,597,532,536,588,0,
521,526,526,602,549,535,612,610,806,552,549,596,532,529,588,0,
521,526,526,601,549,535,612,610,806,552,551,600,544,537,592,0,
522,526,525,602,550,535,612,602,796,562,550,620,550,532,599,0,
521,527,526,602,552,536,613,589,772,579,541,624,549,515,599,0,
521,526,526,603,550,538,630,593,776,567,557,585,547,512,582,0,
526,562,552,609,535,552,601,609,784,602,602,583,547,510,595,1,
526,544,542,608,588,553,618,606,788,588,588,654,544,497,563,1,
525,547,543,607,531,552,599,594,789,640,606,629,542,504,562,1,
524,572,560,606,539,548,603,608,799,639,623,627,540,517,564,1,
524,557,553,611,541,551,605,608,800,618,613,630,540,521,564,1,
525,575,549,613,546,552,605,606,796,616,602,650,544,527,597,1,
539,598,577,612,540,555,609,611,797,610,596,572,546,533,596,1,
545,589,572,594,535,550,612,615,804,613,611,570,547,538,596,1,
544,541,541,597,544,549,603,596,791,644,618,586,550,535,598,1,
545,542,541,587,526,552,645,616,802,645,625,617,552,536,599,1,
544,539,539,603,537,563,638,591,791,644,627,627,552,536,574,1,
546,543,541,608,612,561,578,579,776,584,588,610,551,538,596,1,
546,550,546,628,599,563,584,579,781,635,627,611,552,539,595,1,
546,553,549,618,556,558,588,581,784,613,607,617,551,537,562,1,
547,558,557,619,602,548,586,577,782,545,616,651,572,551,548,1,
548,561,559,584,560,549,563,571,778,549,566,608,550,547,546,1,
547,564,562,591,587,548,567,578,782,564,560,602,579,564,546,1,
547,561,558,579,560,543,553,562,774,544,551,677,567,564,546,1,
544,558,553,573,627,544,559,557,770,551,549,664,553,560,542,1,
541,558,554,571,628,540,559,560,769,549,541,649,553,551,542,1,
543,558,553,576,626,564,563,557,768,549,535,600,551,545,543,1,
539,558,554,570,632,540,554,550,765,548,539,633,550,543,542,1,
542,560,557,587,649,541,554,548,763,547,535,634,556,545,542,1,
545,563,561,575,659,543,550,547,762,545,538,633,562,549,541,1,
544,601,568,582,565,546,552,543,760,543,537,633,556,546,542,1,
540,602,557,617,613,543,558,549,762,553,541,633,578,549,542,1,
540,561,557,579,619,571,566,553,765,569,544,632,566,549,545,1,
538,563,558,574,627,557,562,552,765,550,544,633,558,552,546,1,
537,578,566,577,674,545,580,560,769,553,544,633,574,561,551,1,
537,575,565,601,651,544,596,574,780,570,553,631,548,547,554,1,
542,574,566,565,657,545,593,587,798,721,549,633,546,546,553,1,
537,573,564,560,656,543,592,578,781,603,570,667,547,543,553,1,
535,573,562,578,643,539,590,579,778,564,560,664,548,541,549,1,
536,576,563,575,600,549,596,585,784,701,644,662,548,541,547,1,
538,576,562,586,639,539,584,583,789,706,671,660,547,540,543,1,
535,567,557,585,629,545,582,575,772,552,588,659,547,538,544,1,
534,566,556,586,624,544,582,578,790,711,663,659,546,538,544,1,
531,565,554,584,646,536,580,575,784,557,585,659,546,537,543,1,
530,565,554,587,652,534,577,566,771,552,563,642,545,537,546,1,
528,564,553,607,640,533,573,566,772,554,553,643,545,536,542,1,
528,565,554,605,635,537,571,569,788,715,648,642,545,537,542,1,
527,565,553,604,625,533,580,570,784,715,677,641,545,536,541,1,
527,570,558,603,628,532,580,568,765,548,588,640,545,536,540,1,
527,568,553,578,621,541,583,571,771,546,561,640,544,535,540,1,
527,568,554,578,605,541,584,573,775,547,549,640,545,536,541,1,
527,573,554,577,623,548,591,579,780,554,548,639,544,535,540,1,
526,568,554,574,627,541,589,581,781,546,542,638,543,535,539,1,
526,570,554,566,607,544,590,581,782,546,540,638,544,535,538,1,
525,570,555,566,592,548,582,579,781,545,539,637,544,535,539,1,
525,572,556,558,605,538,570,567,776,547,539,638,544,535,537,1,
525,574,557,558,603,538,566,563,773,549,540,637,543,535,537,1,
525,565,551,557,608,543,563,559,771,555,543,635,544,535,537,1,
525,567,553,557,623,551,572,562,772,557,546,636,544,535,537,1,
525,566,552,557,628,546,570,562,771,548,541,636,544,535,536,1,
525,569,553,557,628,539,572,562,770,545,538,638,544,535,537,1,
